idtov	name
92N	Батарейка Duracell Turbo LR 6 2BL 
92O	Батарейка Duracell Turbo LR03 2BL 81331167  
92P	ЯЯ Батарейка Samsung А23-5BL
92Q	Лампа экон. Navigator  15W E14 SH 860 NCL	
5D4	Изолятор SM51 ИЭК	
92R	уд.Фонарь Облик 1049 8-Led+laser (12) 
92S	уд.Фонарь Nishica NS-8280 аккумуляторный
92T	уд.Фонарь Nishica NS-8282-PS аккумуляторный 
92U	уд.Фонарь Nishica NS-8360-LX аккумуляторный 
92V	уд.Фонарь Nishica NS-8600-DX аккумуляторный 
92W	уд.Фонарь Nishica NS-8880-LX аккумуляторный 
92X	БОШ	1 Сверло HSS-G  4*43
92Y	Прожектор UТS 400	
92Z	Мультиметр Ресанта DT 266 клещи 
930	уд.Реле промежуточное  MY-4 AC 220V	
5D8	Вентилятор POLO 5S 17W 150m3/h без привода 32-090 
931	Микро-переключатель 1021 (on-off) 
932	Микро-переключатель 1321 (on-on)
933	Микро-переключатель 1322 (on-off-on)  
934	ЯЯ Предохр-ль авт. S101 16A 
935	уд.Предохр-ль авт. S101 25A 
936	ЯЯ Краскорасп. шпаклёвочный СО-132А	
937	Нагреватель ТЭН ЭТВ обжатый 1500W Макар 
938	Нагреватель ТЭН ЭТВ 1700W Макар 
939	БОШ	1 Сверло бетон.  5,5*100 сереб. 1шт.  
93A	Св-к LL CAB1 24W с лампой  Feron
5D9	уд.Вентилятор Dospel POLO 5WP шнур 17W 150m3/h
93B	Св-к WL 3016B 18W 220V Camelion черн без ламп 
93C	ЯЯ 1
93D	Св-к Ф JDWLED45L-120 белый со светод. 
93E	Св-к Ф JDWLED45L-120 розовый со светод. декоративн
93F	Св-к Ф JDWLED45L-120 фиолетовый со светод. декорат
93G	Св-к Ф JDWLED45L-120 синий со светод. 
93H	Св-к Ф JDWLED45L- 90 белый со светод.  декоративны
93I	Св-к Ф JDWLED45L- 90 зеленый со светод. 
93J	Св-к Ф JDWLED45L- 90 красный со светод. 
93K	ЯЯ Св-к Ф JDWLED45L- 90 розовый со светод.  
5DA	Вентилятор POLO 5WC 20W 150m3/h  таймер 
93L	ЯЯ Св-к Ф JDWLED45L- 90 фиолетовый со светод. 
93M	Св-к Ф JDWLED45L- 90 синий со светод. 
93N	Лампа экон. 20W E27 CYLINDER ESB40 FERON
93O	ЯЯ 1
93P	уд.Ящик ЯРП 100А
93Q	ЯЯ Св-к РКУ 09-250-001 с/стеклом
93R	ЯЯ Лампа HSI-TD 150W/NDL  
93S	Лампа люм. труб. TLD 18W 33 4200 Philips
93T	Провод ПВС 4*10 
93U	Провод ПВС 5*25 
1ZJ	УД.Эл.счетчик СО 505-Вектор 1 10*40А  220V  
93V	ЯЯ Щит ЩРн -24(З) ПП сборн. 
93W	ЯЯ Щит ЩРн -24(З) ЩО сборн. 
93X	ЯЯ Кабель ВБбШв 5*6 
93Y	уд.Вентилятор Damandeh d 30 черн.1750  (К)  
93Z	Пускатель ПМ12-010100 220V 1з+2р  б/р б/к	
940	Пускатель ПМ12-010100 380V 1з+2р  б/р б/к	
941	Насос К	8-18 с дв. 2,2кW
942	БОШ	1 Бита  25мм Phillips 2 TIN	2 607 002 488 
943	Панель ЩО 70-1-95	
944	Датчик Фотореле  Camelion LXР-02/SEN26  10А 
5DB	Лампа галог. JC 35W G4 220V ES  
945	ЯЯ Датчик Ф. Camelion LX-01/SEN14 черн. электрон. 
946	Лампа галог. JDR 75W Е14 C/C/HB9 FERON
947	Датчик Фотореле  Camelion LXP-03/SEN27  15А 
948	Зажим ПА-3-2 плашечный петлевой 
949	Телефон Panasonic 6611
94A	Минимойка К 2.16
94B	ЯЯ Минимойка К 2.98 М PLUS MINI 1.421-790	
94C	Минимойка К 3.97 М PLUS 1.423-108 
94D	Минимойка К 5.87 М  1.630-100	
94E	Минимойка АВД  К 6.85 М PLUS 1.397-601
14R	ЯЯ Патрон электрич Е27 Д-002 керамика 
94F	Минимойка К 7.91 MD 1.398-800	
94G	Пылесос Промышл.  NT 27/1 ME  EU 1.428-100  
94H	Пылесос Промышл.  NT 27/1  1.428-501  
94I	Пылесос Промышл.  NT45/1 EСО 1.145-800
94J	Пылесос Промышл.  NT35/1 EСО 1.184-800
94K	Пылеуловитель для PMF 190/250	
94L	Электровеник К55  1.258-501 
94M	Минимойка К 5 Premium 
94N	Лампа экон. Camelion LH 13W E27 6400К LH-FS-T2-M  
94O	Лампа экон. Camelion LH 20W E27 6400К LH-FS-T2-M  
5DC	Лампа люм. 16W T4 840 G5 NTL Navigator 94 103 
94P	Лампа экон. Camelion LH 15W E14 6400К LH-FS-T2-M  
94Q	Лампа экон. Camelion LH 15W E27 6400К LH-FS-T2-M  
94R	Св-к ночной XYD-403-p012 220V 1W с картинкой
94S	ЯЯ Св-к ночной XYD-417 220V 7W с фотосенсором 
94T	Св-к ночной XYD-418 220V 7W с фотосенсором  
94U	Св-к ночной XYD-452 220V 7W с выключателем  
94V	Св-к ночной XYD-453 220V 7W с выключателем  
94W	Св-к ночной XYD-480 220V 7W с датчиком движения	
94X	Св-к ночной PVС-004 220V 7W с секретом
94Y	Св-к ночной PVС-005 220V 7W с объемным изобр. 
5DD	ЯЯ Провод ПЭТ В-2 d-1,25мм
94Z	Св-к ночной NL-006 220V 7W с объемным изобр.
950	Св-к ночной PVС-007 220V 7W с объемным изобр. 
951	Св-к ночной PVС-008 220V 7W с объемным изобр. 
952	Св-к ночной PVС-009 220V 7W с объемным изобр. 
953	Св-к точеч. 1787 R50 хром Feron 
954	Прожектор URAN 3206 400W E40 IP65 МГЛ ASD	
955	Моющее средство RM 806 1л  6.295-133  
956	Ножницы Makita JS3200 
957	Перфоратор Makitа HR2470 2,8Дж 3реж	
958	Перфоратор Makitа HR5202C 1510W 20 Дж 
14T	уд.Патрон эл. Е27 ФНК-05 керамика 
959	Перфоратор Makitа HR5211C 1500W 19,7Дж
95A	Машина углошлиф Makita GA 9020S 
95B	Фрезер Makita RP 1800F
95C	ЯЯ Makita Машина виброшлиф. ВО 4553 160W
95D	Лобзик Makita 4327 450W 65мм
95E	Перфоратор Makitа HR5001C 1500W 17,5Дж
95F	Makita Пила цепная DCS520-45
95G	Makita Пила цепная DCS7900-70	
95H	ЯЯ Hitachi Каталог тонкий Р 60022  2007г.	
95I	ЯЯ Вышка строительная УЛТ-Э 120  Н=11.0 
 RF	Подрозетник СЗМ2 д/бетон стен	
5DE	Указатель напр. МИН-1 
95J	УД Эл.счетчик СОЭ 52/60-41Ш 1-тариф. на дин. рейку
95K	УД Эл.счетчик СОЭ 55/60 Т-012 ЖКИ, низкий кожух	
95L	Насос-автомат Джилекс Джамбо 70/50 Н-50 Н	
95M	Насос-автомат Джилекс Джамбо 70/50 Н-24 Н	
95N	Насос-автомат Джилекс Джамбо 70/50 П-50 ДОМ 
95O	Угол внутренний  20*10 КМВ
95P	Заглушка 20*10 КМЗ  
95Q	ЯЯ Заглушка 100*60 КМЗ
95R	Поворот на 90  20*10 КМП Элекор ИЭК	
95S	Соединитель на стык 20*10 КМС Элекор  
5DF	Гибкий вал 4500мм  ВС 350 А к ИВ 116, 117	
95T	Угол Т-образн  20*10 КМТ Элекор 
95U	Бур Makita SDS-PLUS  6*210  D-00072	
95V	Бур Makita SDS-PLUS  8*260  D-00153	
95W	Бур Makita SDS-PLUS 10*460  D-17538	
95X	Бур Makita SDS-PLUS 12*160  D-00228	
95Y	Бур Makita SDS-PLUS 12*260  D-00240	
95Z	Бур Makita SDS-PLUS 14*260  D-00278	
960	Makita Бур SDS-PLUS 14*460  D-17544	
961	Бур Makita SDS-PLUS 15*460  D-17550	
962	Makita Бур SDS-PLUS 16*310  D-00309	
5DG	Гибкий вал 2995мм  ВС 400 А к ИВ 113  
963	Makita Бур SDS-PLUS 16*460  D-16287	
964	Бур Makita SDS-PLUS 18*460  D-17566	
965	Makita Бур SDS-PLUS 20*460  D-15235	
966	Makita Бур SDS-PLUS 22*460  D-15241	
967	Бур Makita SDS-PLUS 25*260  D-00387	
968	Бур Makita SDS-PLUS 25*460  D-15257	
969	Бур Makita SDS-PLUS 26*460  D-15263	
96A	Бур Makita SDS-PLUS 28*460  D-16318	
96B	Makita Бур SDS-PLUS 30*460  D-17572	
96C	Makita Долото пикообразное SDS-PLUS 250  D-08713  
 50	SIEMENS Элект. часть 1кл  10А 5TA2151 выкл. 
96D	Makita Долото плоское SDS-PLUS 20-250  D-08729
96E	Makita Долото широкое SDS-PLUS 40-250  D-08735
96F	ЯЯ Makita Набор сверел для бетона 5шт. D-05175
96G	Makita Бур SDS-MAX 20*520  P-17192
96H	Makita Бур SDS-MAX 22*520  P-17223
96I	Makita Бур SDS-MAX 28*570  P-17304
96J	Makita Бур SDS-MAX 38*570  P-17413
96K	Makita Бур SDS-MAX 40*570  P-17435
96L	ЯЯ ШТУРМ Тельфер ЕН72100  
96M	ШТУРМ Тельфер ЕН7240
5DH	Св-к ОTF/R 414
96N	ШТУРМ Токарный станок по дереву  WL1045 
96O	ШТУРМ Пассатижи многоцелевые 1020-09-250
96P	Набор часовых отверток ШТУРМ 1040-02-SSР
96Q	ЯЯ ШТУРМ Болторез  1074-01-350  350мм 
96R	ЯЯ ШТУРМ Ножницы по металлу 1074-02-01 250мм
96S	ЯЯ ШТУРМ Ножницы по металлу 1074-02-03
96T	ЯЯ ШТУРМ Тиски слесарные 1075-01-100 100мм  
96U	ШТУРМ Тиски слесарные 1075-01-125 125мм 
96V	ШТУРМ Набор трапецевидных лезвий 1076-S1-KE 10шт  
96W	ШТУРМ Набор коронок 1090-03-14  
 51	SIEMENS Элект. часть 2кл  10А 5ТА2155 выкл. 
96X	ЯЯ Коробка  3х рож. карболит. с герм. вводом
96Y	ЯЯ Кабель-канал  20*10 (2м) дерево
970	Набор инструментов ШТУРМ 1310-01-TS132 132шт
96Z	ШТУРМ Лебедка рычажная 4т 2 хр.кол. 1091-07-4000  
971	Набор инструментов ШТУРМ 1310-01-TS145 145шт
972	ШТУРМ Уровень 2015-03-400 2глазка+1поворот.алюм	
973	ШТУРМ Набор шарошек 9030-02-S2 30шт	
974	ШТУРМ Ящик д/инструментов (пластик) TB21316 
975	ЯЯ ШТУРМ Ящик д/инструментов (пластик) TB21319
976	ШТУРМ Ящик д/инструментов (пластик) TB21416 
 I3	Паяльник ЭПСН 220/100 
977	ШТУРМ Ящик д/инструментов (пластик) TB21419 
978	ШТУРМ Ящик д/инструментов (пластик) TB21422 
979	ШТУРМ Ящик д/инструментов (пластик) TB21516 
97A	ЯЯ ШТУРМ Ящик д/инструментов (пластик) TB21518
97B	ШТУРМ Ящик д/инструментов (пластик) TB21522 
97C	ЭНЕРГОМАШ Отвертка шлицев 5*125м 10400-01-SL5-200 
97D	ЯЯ ЭНЕРГОМАШ Плоскогубцы 10200-01-1-180 180мм 
97E	ЯЯ ЭНЕРГОМАШ Плоскогубцы 10200-01-1-200 200мм 
97F	ЯЯ ЭНЕРГОМАШ Отвертка крестовая 10400-01-РН2-125  
97G	ЯЯ ЭНЕРГОМАШ Рулетка 5х25мм  20100-01-5-25  
 I4	Паяльник ЭПСН  220/25 
97H	Набор резьбонарезной ШТУРМ 1065-01-S6 
97I	Набор инструментов ШТУРМ 1310-01-TS8  
97J	ЭНЕРГОМАШ Бокорезы 10200-01-3-160 160мм 
97K	ЯЯ ЭНЕРГОМАШ Отвертка крестовая 10400-01-РН1-125  
97L	ЯЯ ЭНЕРГОМАШ Отвертка крестовая 10400-01-РН1-150  
97M	ЭНЕРГОМАШ Отвертка крестовая 10400-01-РН1-200 
97N	ЭНЕРГОМАШ Отвертка крестовая 10400-01-РН1-250 
97O	ЯЯ ЭНЕРГОМАШ Отвертка крестовая 10400-01-РН2-100  
97P	ЯЯ ЭНЕРГОМАШ Отвертка шлицев 5*100м 10400-01-SL5-1
97Q	ЭНЕРГОМАШ Отвертка шлицев 5*150м 10400-01-SL5-150 
 I5	Паяльник ЭПСН  220/40  12-0240  
97R	ЯЯ ЭНЕРГОМАШ Отвертка шлицев 5*75м 10400-01-SL5-75
97S	ЯЯ ЭНЕРГОМАШ Отвертка шлицев 6*125м 10400-01-SL6-1
97T	ЭНЕРГОМАШ Отвертка шлицев 6*200м 10400-01-SL6-200 
97U	Св-к VT 758-60W E27 IP44 садово-парковый
97V	Св-к VT 759-60W E27 IP44 садово-парковый
97W	ЯЯ ШТУРМ Уровень магнитный 20150-01-М225 225мм
97X	Ключ комбинированный LICOTA 20мм. 
97Y	ШТУРМ Разводной ключ 200мм  1045-01-А200
97Z	Св-к Feron 6101 60W шестигран. белый  
980	Лампа экон. Camelion 13W E14 4200К 3U 
 I6	Паяльник ЭПСН  220/65  12-0265  
981	Насос К  80-50-200а 11 kW 3000об/мин. 
982	Электрододержатель ELITECH 500А 
983	Провод ПЭТВ-2 d- 0,90мм	
984	Провод ПЭТВ-2 d- 2,0мм
985	Провод ПЭТВ-2 d- 1,18мм	
986	Лампа экон. ZEON  11W E14 2700К SPC	
987	Лампа экон. ZEON  13W E27 4200К SPC	
988	Лампа экон. ZEON  20W E27 2700К SPC	
989	Лампа экон. ZEON  15W E27 4200К SPC	
98A	Пост кнопочн ПКТ 63 на 6 кнопки IP54 ИЭК
 I7	Паяльник ЭПСН  220/80  12-0280  
98B	Шина N нулевая на DIN рейку  2*7 груп в корп.кросс
98C	уд.Скоба метал д/кабеля d50 
98D	ЯЯ Набор саморезы шурупы 3,5*20 50шт. 
98E	Маслян.радиатор Timberk TOR 31.1807 DK 1800W
98F	Маслян.радиатор Timberk TOR 31.2309 DK 2000W
98G	яяТепловентилятор Delfin HFPB-3R керам. 1000-2000W
98H	яяТепловентилятор Delfin HFPD-1Y керам. 900-1500W 
98I	яяТепловентилятор Delfin HFPT-3R керам. 1000-2000W
98J	Конвектор Timberk ELN 1500 1500W
98K	Электроконвектор Timberk ELN 2000 2000W 
1P2	Рубильник ЯБПВУ 250А
98L	ЯЯ Удлинитель шнур (ШВВП 2*0,75) 3гнезда 5м со вст
98M	БОШ Пила цепная AKE 30  0 600 834 000 
98N	ЯЯ БОШ Пила цепная AKE 35  0 600 834 001
98O	БОШ Пила цепная AKE 40  0 600 834 002 
98P	БОШ Лобзик GST  85 PBE +60 пилок 0 601 587 А11
98Q	Дрель аккум БОШ GSR 12 V  0 601 916 А38 
98R	Дрель аккум БОШ GSR 10.8V-2-LI+GML 10,8V-LI L-Boxx
98S	Сверло титан БОШ 19  2 607 019 437
98T	Сверло БОШ 2 SDS+зубила 2 607 019 455 
98U	Дрель аккум БОШ GSR 12 VE-0 601 993 К22 
1P4	Рубильник ЯБПВУ-100А
98V	БОШ Лазерный Нивелир BL 2 L 0 601 015 100	
98W	Бур проем БОШ SDS-MAX 55*850  1 618 596 458 
98X	Перфоратор БОШ GBH 4-32 DFR 
98Y	Перфоратор БОШ GBH 4-32 DFR-S	
98Z	БОШ Цифровой Детектор PDO 6  0 603 010 120  
990	БОШ Машина углошлиф. GWS 20-230H Акц 0 615 990 482
991	ДРЕМЕЛ Гравер Engraver 290
992	ДРЕМЕЛ Паяльник  F 013 200 0JC  
993	ЯЯ Тумблер ТВ1 1
994	ЯЯ Насос К 50-32  с дв. 4,0кW	
27R	уд.Щит Щмп
995	Насос К  20-18 с дв. 2,2кW  3000об.	
996	FINI Переходник 
997	FINI Компрессор CIAO	6/185
998	Масло д/смазки Makitа  5л.  (988002658) 
999	ЯЯ Электрододержатель 712015
99A	zzЗаряд. уст-во  230V 12V 
99B	Заряд. уст-во 1000 12V
99C	SIEMENS Фотореле  5ТТ3303 2-200 10А настен. 
99D	Св-к ЛПО 4*18W дроссель наруж.  Милано
99E	Нагреватель ТЭН  85 А13/2,5 Р 220V водяной  
27S	Щит Щмп - 2 -0 36	510*410*220 ИЭК	
99F	уд.Вентилятор Damandeh VPH 15S2S  (К) 
99G	Вентилятор Damandeh VPH 12S2S  (К)
99H	ЯЯ Вентилятор Danamanden VPH 10S2S  (К) 
99I	Лампа экон. ZEON  13W E14 4200К  FSP  
99J	Лампа экон. Camelion CF 30W E27 2700К CF-AS-T2
99K	Эл.двигатель  1,5кW 1500об/м. 4ВР80В4 лапы  
99L	Эл.двигатель  0,55кW 1500об/м. 4ВР71А4 лапы 
99M	ИНТЕРСКОЛ Дрель ДУ-580ЭР 580W кейс 13мм рев. удар.
99N	Дрель ИНТЕРСКОЛ ДУ-13/750ЭР 750W 13мм ревер. удар.
99O	ЯЯ ИНТЕРСКОЛ Дрель ДУ-20780Н 13мм рев удар.наб.инс
27T	Щит Щмп - 3  0 36 УХЛЗ  650*500*220 IP 31  ИЭК
99P	ИНТЕРСКОЛ Дрель ДУ-16/1000ЭР 1000W 16мм рев. удар 
99Q	ЯЯ ИНТЕРСКОЛ Дрель ДУ-16/1000ЭР 1000W 16мм рев. уд
99R	ЯЯ ИНТЕРСКОЛ Дрель ДУ-16/1000ЭР 1000W кейс 16мм ре
99S	ЯЯ ИНТЕРСКОЛ Шуруповерт  Ш-700ЭР 701W 
99T	Дрель-Шуруп.Аккум.ИНТЕРСКОЛ ДА-12ЭР-01,2акк 
99U	Дрель-Шуруп.Аккум.ИНТЕРСКОЛ ДА-13/14,4 ЭР 2акк.2ск
99V	Дрель-Шуруп.Аккум.ИНТЕРСКОЛ ДА-13/18 М2. 2акк.2ск 
99W	Машина углошлиф. ИНТЕРСКОЛ УШМ-125/0,9кW 125мм
99X	ЯЯ ИНТЕРСКОЛ Машина углошлиф. УШМ-150М 1,3кW 150мм
99Y	Машина углошлиф. ИНТЕРСКОЛ УШМ-180/1800М 1,8кW
9VW	яяТепловентилятор Delta D-0301  
99Z	Дрель-Шуруп.Аккум.ИНТЕРСКОЛ ДА-10/14,4 С2	
9A0	ИНТЕРСКОЛ Лобзик МП-100Э 700W 100мм	
9A1	Лампа люм. 36W 79 розовая Philips 
9A2	уд.Преобразователь част. Delta VFD075M43A 15kW 380
9A3	Виброплита ВУ 1200 бенз. двиг. НОNDA с орошением  
9A4	уд.Изолента ABRO 19мм 9,1м мал. 
9A5	ОВЕН АС2 адаптер интерфейса RS232 
9A6	ОВЕН ТРМ 200 Щ2  измеритель двухканальный	
9A7	Фильтр воздушный D226B-3D 
9A8	уд.Фонарь Дик  АН-0-003 С 
27V	Щит Щмп - 5  0 36 1000*650*300  ИЭК	
9A9	уд.Фонарь Дик  АН-0-002 С 
9AA	Св-к Duna/Dek 10 белый/серебро  
9AB	уд.Зажим  безвинтовой 773-328 Wago 8*(1-2.5)
9AC	Зажим  безвинтовой 222-415 Wago 5*(0.08-2.5)
9AE	Замок навесной всепогод. 40мм длин. дужка	
